name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
K2-217 b,1246,12.5 Earths,12.264,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6247/k2-217-b/,Neptune-like,2018,12.5 Earths,0.319 x Jupiter,Unknown,14.1 days,0.0
K2-218 b,1285,7.13 Earths,12.92,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6248/k2-218-b/,Neptune-like,2018,7.13 Earths,0.229 x Jupiter,Unknown,8.7 days,0.0
K2-219 b,1061,2.38 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6249/k2-219-b/,Super Earth,2018,2.38 Earths,1.348 x Earth,Unknown,3.9 days,0.0
K2-219 c,1061,2.66 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6265/k2-219-c/,Super Earth,2018,2.66 Earths,1.438 x Earth,Unknown,6.7 days,0.0
K2-219 d,1061,7.16 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6266/k2-219-d/,Neptune-like,2018,7.16 Earths,0.23 x Jupiter,Unknown,11.1 days,0.0
K2-21 b,273,4.04 Earths,12.851,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5211/k2-21-b/,Neptune-like,2015,4.04 Earths,1.84 x Earth,0.076 AU,9.3 days,0.1
K2-21 c,273,6.76 Earths,12.851,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5212/k2-21-c/,Super Earth,2015,6.76 Earths,0.222 x Jupiter,0.107 AU,15.5 days,0.21
K2-220 b,762,6.3 Earths,11.873,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6267/k2-220-b/,Neptune-like,2018,6.3 Earths,0.213 x Jupiter,0.1104 AU,13.7 days,0.0
K2-221 b,1040,3.46 Earths,12.571,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6268/k2-221-b/,Super Earth,2018,3.46 Earths,1.679 x Earth,Unknown,2.4 days,0.0
K2-222 b,331,6.3 Earths,9.543,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6269/k2-222-b/,Neptune-like,2018,6.3 Earths,0.213 x Jupiter,0.1211 AU,15.4 days,0.0
K2-223 b,648,0.64 Earths,11.443,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6175/k2-223-b/,Terrestrial,2018,0.64 Earths,0.89 x Earth,0.0127 AU,0.5 days,0.0
K2-223 c,648,2.86 Earths,11.443,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6176/k2-223-c/,Super Earth,2018,2.86 Earths,1.5 x Earth,0.0549 AU,4.6 days,0.0
K2-224 b,898,3.05 Earths,12.7,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6177/k2-224-b/,Super Earth,2018,3.05 Earths,1.56 x Earth,0.0516 AU,4.5 days,0.0
K2-224 c,898,6.39 Earths,12.7,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6333/k2-224-c/,Neptune-like,2018,6.39 Earths,0.215 x Jupiter,0.0886 AU,10.1 days,0.0
K2-225 b,1167,12 Earths,11.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6178/k2-225-b/,Neptune-like,2018,12 Earths,0.311 x Jupiter,0.134 AU,15.9 days,0.0
K2-226 b,689,2.99 Earths,12.337,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6179/k2-226-b/,Super Earth,2018,2.99 Earths,1.54 x Earth,0.0413 AU,3.3 days,0.0
K2-227 b,611,3.41 Earths,12.015,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6180/k2-227-b/,Super Earth,2018,3.41 Earths,1.666 x Earth,Unknown,13.6 days,0.0
K2-228 b,422,1.92 Earths,13.028,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6181/k2-228-b/,Super Earth,2018,1.92 Earths,1.21 x Earth,0.0338 AU,2.7 days,0.0
K2-229 b,335,2.49 Earths,10.985,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6182/k2-229-b/,Super Earth,2018,2.49 Earths,1.0 x Earth,0.0131 AU,0.6 days,0.0
K2-229 c,335,21.3 Earths,10.985,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6183/k2-229-c/,Super Earth,2018,21.3 Earths,2.03 x Earth,0.0769 AU,8.3 days,0.0
K2-22 b,795,1.4 Jupiters,15.565,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6016/k2-22-b/,Neptune-like,2015,1.4 Jupiters,0.205 x Jupiter,0.009 AU,0.4 days,0.19
K2-230 b,1764,4.5 Earths,12.789,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6184/k2-230-b/,Super Earth,2018,4.5 Earths,1.96 x Earth,0.0409 AU,2.9 days,0.0
K2-231 b,1048,6.8 Earths,12.768,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6281/k2-231-b/,Neptune-like,2018,6.8 Earths,0.223 x Jupiter,Unknown,13.8 days,0.0
K2-232 b,426,0.398 Jupiters,9.822,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6280/k2-232-b/,Gas Giant,2018,0.398 Jupiters,1.0 x Jupiter,0.10356 AU,11.2 days,0.26
K2-233 b,220,11.26 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6294/k2-233-b/,Super Earth,2018,11.26 Earths,1.343 x Earth,0.03308 AU,2.5 days,0.08
K2-233 c,220,12.81 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6289/k2-233-c/,Super Earth,2018,12.81 Earths,1.281 x Earth,0.06666 AU,7.1 days,< 0.2002
K2-233 d,220,21.14 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6290/k2-233-d/,Super Earth,2018,21.14 Earths,0.21 x Jupiter,0.15224 AU,24.4 days,< 0.1999
K2-237 b,1028,1.363 Jupiters,11.602,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6347/k2-237-b/,Gas Giant,2018,1.363 Jupiters,1.445 x Jupiter,0.03558 AU,2.2 days,0.04
K2-238 b,1755,0.86 Jupiters,13.973,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6348/k2-238-b/,Gas Giant,2018,0.86 Jupiters,1.3 x Jupiter,0.046 AU,3.2 days,0.0
K2-239 b,101,1.37 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6313/k2-239-b/,Super Earth,2018,1.37 Earths,1.1 x Earth,0.0441 AU,5.2 days,0.0
K2-239 c,101,0.972 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6314/k2-239-c/,Terrestrial,2018,0.972 Earths,1.0 x Earth,0.0576 AU,7.8 days,0.0
K2-239 d,101,1.37 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6315/k2-239-d/,Super Earth,2018,1.37 Earths,1.1 x Earth,0.0685 AU,10.1 days,0.0
K2-240 b,238,4.66 Earths,13.372,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6316/k2-240-b/,Super Earth,2018,4.66 Earths,2.0 x Earth,0.0513 AU,6 days,0.0
K2-240 c,238,3.89 Earths,13.372,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6317/k2-240-c/,Super Earth,2018,3.89 Earths,1.8 x Earth,0.1159 AU,20.5 days,0.0
K2-241 b,488,7.04 Earths,11.97,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6323/k2-241-b/,Neptune-like,2018,7.04 Earths,0.227 x Jupiter,0.1567 AU,26.8 days,0.0
K2-242 b,356,6.99 Earths,16.414,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6324/k2-242-b/,Neptune-like,2018,6.99 Earths,0.227 x Jupiter,0.0494 AU,6.5 days,0.0
K2-243 b,871,5.35 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6326/k2-243-b/,Neptune-like,2018,5.35 Earths,2.17 x Earth,0.1087 AU,11.5 days,0.0
K2-243 c,871,4.7 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6327/k2-243-c/,Super Earth,2018,4.7 Earths,2.01 x Earth,0.1817 AU,24.9 days,0.0
K2-244 b,694,3.71 Earths,11.78,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6328/k2-244-b/,Super Earth,2018,3.71 Earths,1.75 x Earth,0.1418 AU,21.1 days,0.0
K2-245 b,1488,17.4 Earths,12.755,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6329/k2-245-b/,Neptune-like,2018,17.4 Earths,0.387 x Jupiter,0.0959 AU,11.9 days,0.0
K2-246 b,2295,12 Earths,14.792,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6330/k2-246-b/,Neptune-like,2018,12 Earths,0.311 x Jupiter,0.0602 AU,5.8 days,0.0
K2-247 b,842,5.14 Earths,14.857,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6331/k2-247-b/,Neptune-like,2018,5.14 Earths,2.12 x Earth,0.0304 AU,2.3 days,0.0
K2-247 c,842,5.43 Earths,14.857,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6332/k2-247-c/,Neptune-like,2018,5.43 Earths,2.19 x Earth,0.0615 AU,6.5 days,0.0
K2-248 b,1325,7.13 Earths,13.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6334/k2-248-b/,Neptune-like,2018,7.13 Earths,0.229 x Jupiter,0.0699 AU,7.2 days,0.0
K2-249 b,1702,8.2 Earths,12.646,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6335/k2-249-b/,Neptune-like,2018,8.2 Earths,0.249 x Jupiter,0.1151 AU,12.4 days,0.0
K2-24 b,556,19 Earths,11.275,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4894/k2-24-b/,Neptune-like,2016,19 Earths,0.482 x Jupiter,0.154 AU,20.9 days,0.06
K2-24 c,556,15.4 Earths,11.275,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4895/k2-24-c/,Neptune-like,2016,15.4 Earths,0.669 x Jupiter,0.247 AU,42.3 days,< 0.07
K2-250 b,1353,6.53 Earths,14.314,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6336/k2-250-b/,Neptune-like,2018,6.53 Earths,0.218 x Jupiter,0.0459 AU,4 days,0.0
K2-251 b,480,6.12 Earths,15.66,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6337/k2-251-b/,Neptune-like,2018,6.12 Earths,0.21 x Jupiter,0.0694 AU,9.3 days,0.0
K2-252 b,746,3.68 Earths,12.93,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6338/k2-252-b/,Super Earth,2018,3.68 Earths,1.74 x Earth,0.1041 AU,13.8 days,0.0
K2-253 b,2859,Unknown,15.002,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6339/k2-253-b/,Gas Giant,2018,Unknown,1.13 x Jupiter,0.0506 AU,4 days,0.0
K2-254 b,743,3.29 Earths,14.238,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6340/k2-254-b/,Super Earth,2018,3.29 Earths,1.63 x Earth,0.0448 AU,4.1 days,0.0
K2-254 c,743,5.43 Earths,14.238,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6341/k2-254-c/,Neptune-like,2018,5.43 Earths,2.19 x Earth,0.0923 AU,12.1 days,0.0
K2-255 b,625,8.75 Earths,13.662,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6342/k2-255-b/,Neptune-like,2018,8.75 Earths,0.259 x Jupiter,0.0274 AU,2 days,0.0
K2-256 b,1842,7.41 Earths,14.954,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6343/k2-256-b/,Neptune-like,2018,7.41 Earths,0.235 x Jupiter,0.0578 AU,5.5 days,0.0
K2-257 b,209,0.498 Earths,13.716,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6344/k2-257-b/,Terrestrial,2018,0.498 Earths,0.83 x Earth,0.0216 AU,1.6 days,0.0
K2-258 b,2159,9.27 Earths,13.361,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6345/k2-258-b/,Neptune-like,2018,9.27 Earths,0.268 x Jupiter,0.149 AU,19.1 days,0.0
K2-259 b,1358,5.99 Earths,12.511,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6346/k2-259-b/,Neptune-like,2018,5.99 Earths,0.207 x Jupiter,0.1271 AU,15.5 days,0.0
K2-25 b,147,24.5 Earths,16.21,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4264/k2-25-b/,Neptune-like,2015,24.5 Earths,0.306 x Jupiter,0.0287 AU,3.5 days,0.43
K2-260 b,2165,1.42 Jupiters,12.624,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6352/k2-260-b/,Gas Giant,2018,1.42 Jupiters,1.552 x Jupiter,0.0404 AU,2.6 days,0.0
K2-261 b,696,0.188 Jupiters,10.612,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6353/k2-261-b/,Gas Giant,2018,0.188 Jupiters,0.85 x Jupiter,0.1034 AU,11.6 days,0.29
K2-263 b,530,14.8 Earths,11.568,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6364/k2-263-b/,Super Earth,2018,14.8 Earths,0.215 x Jupiter,0.2573 AU,50.8 days,< 0.14
K2-264 b,605,5.61 Earths,16.701,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6365/k2-264-b/,Neptune-like,2018,5.61 Earths,2.231 x Earth,0.05023 AU,5.8 days,< 0.5
K2-264 c,605,7.6 Earths,16.701,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6366/k2-264-c/,Neptune-like,2018,7.6 Earths,0.238 x Jupiter,0.11283 AU,19.7 days,< 0.45
K2-265 b,452,6.54 Earths,11.187,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6385/k2-265-b/,Super Earth,2018,6.54 Earths,1.71 x Earth,0.03376 AU,2.4 days,0.08
K2-266 b,253,11.26782 Earths,11.625,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6401/k2-266-b/,Neptune-like,2018,11.26782 Earths,0.294 x Jupiter,0.01306 AU,0.7 days,0.0
K2-266 c,253,0.29013 Earths,11.625,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6402/k2-266-c/,Terrestrial,2018,0.29013 Earths,0.705 x Earth,0.0679 AU,7.8 days,0.04
K2-266 d,253,8.9 Earths,11.625,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6403/k2-266-d/,Neptune-like,2018,8.9 Earths,0.261 x Jupiter,0.1035 AU,14.7 days,0.05
K2-266 e,253,14.3 Earths,11.625,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6368/k2-266-e/,Neptune-like,2018,14.3 Earths,0.244 x Jupiter,0.1249 AU,19.5 days,0.04
K2-268 b,1069,2.86 Earths,13.848,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6386/k2-268-b/,Super Earth,2018,2.86 Earths,1.5 x Earth,0.0308 AU,2.2 days,0.0
K2-268 c,1069,7.7 Earths,13.848,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6387/k2-268-c/,Neptune-like,2018,7.7 Earths,0.24 x Jupiter,0.0819 AU,9.3 days,0.0
K2-268 d,1069,2.83 Earths,13.848,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7960/k2-268-d/,Super Earth,2019,2.83 Earths,1.49 x Earth,Unknown,4.5 days,0.0
K2-268 e,1069,2.33 Earths,13.848,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7962/k2-268-e/,Super Earth,2019,2.33 Earths,1.33 x Earth,Unknown,6.1 days,0.0
K2-268 f,1069,5.6 Earths,13.848,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7961/k2-268-f/,Neptune-like,2019,5.6 Earths,2.23 x Earth,Unknown,26.3 days,0.0
K2-269 b,1177,3.09 Earths,11.784,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6388/k2-269-b/,Super Earth,2018,3.09 Earths,1.57 x Earth,0.0531 AU,4.1 days,0.0
K2-26 b,323,7.61 Earths,14.528,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5982/k2-26-b/,Neptune-like,2016,7.61 Earths,0.238 x Jupiter,0.0962 AU,14.6 days,0.0
K2-270 b,915,2.48 Earths,13.847,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6389/k2-270-b/,Super Earth,2018,2.48 Earths,1.38 x Earth,0.0247 AU,1.5 days,0.0
K2-270 c,915,9.01 Earths,13.847,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6379/k2-270-c/,Neptune-like,2018,9.01 Earths,0.263 x Jupiter,0.0497 AU,4.4 days,0.0
K2-271 b,1841,0.131 Jupiters,13.845,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6380/k2-271-b/,Gas Giant,2018,0.131 Jupiters,0.649 x Jupiter,0.077 AU,8.6 days,0.0
K2-272 b,1380,9.96 Earths,13.872,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6381/k2-272-b/,Neptune-like,2018,9.96 Earths,0.279 x Jupiter,0.1007 AU,14.5 days,0.0
K2-273 b,1005,9.53 Earths,13.246,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6382/k2-273-b/,Neptune-like,2018,9.53 Earths,0.272 x Jupiter,0.0729 AU,11.7 days,0.0
K2-274 b,745,4.98 Earths,13.181,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6383/k2-274-b/,Super Earth,2018,4.98 Earths,2.08 x Earth,0.0964 AU,14.1 days,0.0
K2-275 b,403,6.08 Earths,11.974,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6384/k2-275-b/,Neptune-like,2018,6.08 Earths,0.209 x Jupiter,0.0277 AU,3.3 days,0.0
K2-275 c,403,5.52 Earths,11.974,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6398/k2-275-c/,Neptune-like,2018,5.52 Earths,2.21 x Earth,0.0881 AU,8.4 days,0.0
K2-276 b,1592,13.7 Earths,14.654,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6390/k2-276-b/,Neptune-like,2018,13.7 Earths,0.336 x Jupiter,0.1291 AU,18.7 days,0.0
K2-277 b,369,4.94 Earths,10.364,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6391/k2-277-b/,Super Earth,2018,4.94 Earths,2.07 x Earth,0.0675 AU,6.3 days,0.0
K2-278 b,2565,9.17 Earths,13.446,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6392/k2-278-b/,Neptune-like,2018,9.17 Earths,0.266 x Jupiter,0.0488 AU,3.3 days,0.0
K2-279 b,597,1.92 Earths,11.491,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6393/k2-279-b/,Super Earth,2018,1.92 Earths,1.21 x Earth,0.067 AU,7.1 days,0.0
K2-27 b,814,30.9 Earths,12.689,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4892/k2-27-b/,Neptune-like,2016,30.9 Earths,0.4 x Jupiter,0.06702 AU,6.8 days,0.25
K2-280 b,1277,37.1 Earths,12.524,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6394/k2-280-b/,Neptune-like,2018,37.1 Earths,0.669 x Jupiter,0.1461 AU,19.9 days,0.35
K2-281 b,1494,0.16 Jupiters,15.048,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6395/k2-281-b/,Gas Giant,2018,0.16 Jupiters,0.73 x Jupiter,0.0773 AU,8.7 days,0.0
K2-282 b,1619,6.8 Earths,14.21,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6396/k2-282-b/,Neptune-like,2018,6.8 Earths,0.223 x Jupiter,0.0499 AU,4.2 days,0.0
K2-283 b,1314,12.2 Earths,14.364,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6397/k2-283-b/,Neptune-like,2018,12.2 Earths,0.314 x Jupiter,0.0291 AU,1.9 days,0.0
K2-284 b,350,8.15 Earths,13.265,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6415/k2-284-b/,Neptune-like,2018,8.15 Earths,0.248 x Jupiter,0.04771 AU,4.8 days,0.08
K2-285 b,505,9.68 Earths,12.075,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6443/k2-285-b/,Super Earth,2018,9.68 Earths,0.231 x Jupiter,0.03817 AU,3.5 days,0.0
K2-285 c,505,15.68 Earths,12.075,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6444/k2-285-c/,Neptune-like,2018,15.68 Earths,0.315 x Jupiter,0.0824 AU,7.1 days,0.0
K2-285 d,505,6.5 Earths,12.075,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6445/k2-285-d/,Neptune-like,2018,6.5 Earths,0.221 x Jupiter,0.1178 AU,10.5 days,0.0
K2-285 e,505,10.7 Earths,12.075,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6446/k2-285-e/,Neptune-like,2018,10.7 Earths,1.95 x Earth,0.18041 AU,14.8 days,0.0
K2-286 b,248,5.06 Earths,12.881,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6447/k2-286-b/,Neptune-like,2018,5.06 Earths,2.1 x Earth,0.1768 AU,27.4 days,0.0
K2-287 b,516,0.315 Jupiters,11.41,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6449/k2-287-b/,Gas Giant,2018,0.315 Jupiters,0.847 x Jupiter,0.1206 AU,14.9 days,0.48
K2-288 B b,214,4.27 Earths,13.868,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7289/k2-288-b-b/,Super Earth,2018,4.27 Earths,1.9 x Earth,0.164 AU,31.4 days,0.0
K2-289 b,895,0.192 Jupiters,14.81,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6468/k2-289-b/,Gas Giant,2019,0.192 Jupiters,0.812 x Jupiter,0.107 AU,13.2 days,0.0
K2-28 b,205,5.99 Earths,16.526,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4665/k2-28-b/,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,0.0214 AU,2.3 days,0.0
K2-290 b,890,10.9 Earths,11.114,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6463/k2-290-b/,Super Earth,2019,10.9 Earths,0.273 x Jupiter,0.0923 AU,9.2 days,0.0
K2-290 c,890,0.774 Jupiters,11.114,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6464/k2-290-c/,Gas Giant,2019,0.774 Jupiters,1.006 x Jupiter,0.305 AU,48.4 days,0.0
K2-291 b,294,6.49 Earths,10.014,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6465/k2-291-b/,Super Earth,2019,6.49 Earths,1.589 x Earth,0.03261 AU,2.2 days,0.0
K2-292 b,373,24.5 Earths,9.885,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7621/k2-292-b/,Neptune-like,2019,24.5 Earths,0.235 x Jupiter,0.13 AU,17 days,0.04
K2-293 b,1280,6.57 Earths,13.44,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6514/k2-293-b/,Neptune-like,2019,6.57 Earths,0.219 x Jupiter,Unknown,13.1 days,0.0
K2-294 b,1217,3.39 Earths,12.649,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6515/k2-294-b/,Super Earth,2019,3.39 Earths,1.66 x Earth,Unknown,2.5 days,0.0
K2-295 b,759,0.335 Jupiters,13.8941,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7389/k2-295-b/,Gas Giant,2018,0.335 Jupiters,0.897 x Jupiter,0.0451 AU,4 days,0.0
K2-29 b,582,0.73 Jupiters,12.532,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4335/k2-29-b/,Gas Giant,2016,0.73 Jupiters,1.19 x Jupiter,0.04217 AU,3.3 days,0.07
K2-308 b,4288,0.222 Jupiters,15.072,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7473/k2-308-b/,Gas Giant,2019,0.222 Jupiters,0.884 x Jupiter,Unknown,3.4 days,0.0
K2-30 b,1086,0.579 Jupiters,13.547,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5213/k2-30-b/,Gas Giant,2016,0.579 Jupiters,1.039 x Jupiter,0.04839 AU,4.1 days,0.0
K2-315 b,186,0.809 Earths,17.67,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7666/k2-315-b/,Terrestrial,2020,0.809 Earths,0.95 x Earth,Unknown,3.1 days,0.0
K2-316 b,367,2.33 Earths,17.14,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7682/k2-316-b/,Super Earth,2020,2.33 Earths,1.33 x Earth,0.0147 AU,1.1 days,0.0
K2-316 c,367,4.01 Earths,17.14,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7683/k2-316-c/,Super Earth,2020,4.01 Earths,1.83 x Earth,0.0582 AU,5.3 days,0.0
K2-317 b,575,8.91 Earths,17.74,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7684/k2-317-b/,Neptune-like,2020,8.91 Earths,0.261 x Jupiter,0.0542 AU,6.2 days,0.0
K2-318 b,482,3.39 Earths,15.8,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7685/k2-318-b/,Super Earth,2020,3.39 Earths,1.66 x Earth,0.0911 AU,7 days,0.0
K2-319 b,682,8.2 Earths,12.213,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7686/k2-319-b/,Neptune-like,2020,8.2 Earths,0.249 x Jupiter,0.1516 AU,26.7 days,0.0
K2-31 b,361,1.774 Jupiters,10.802,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4667/k2-31-b/,Gas Giant,2016,1.774 Jupiters,1.06 x Jupiter,0.022 AU,1.3 days,0.0
K2-320 b,355,7.37 Earths,17.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7687/k2-320-b/,Neptune-like,2020,7.37 Earths,0.234 x Jupiter,0.0142 AU,2 days,0.0
K2-321 b,253,4.46 Earths,13.677,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7688/k2-321-b/,Super Earth,2020,4.46 Earths,1.95 x Earth,0.041 AU,2.3 days,0.0
K2-322 b,403,4.35 Earths,13.963,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7689/k2-322-b/,Super Earth,2020,4.35 Earths,1.92 x Earth,0.0594 AU,8.2 days,0.0
K2-323 b,386,5.06 Earths,14.935,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7690/k2-323-b/,Neptune-like,2020,5.06 Earths,2.1 x Earth,0.1275 AU,24.9 days,0.0
K2-324 b,446,6.48 Earths,15.223,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7691/k2-324-b/,Neptune-like,2020,6.48 Earths,0.217 x Jupiter,0.0331 AU,3.3 days,0.0
K2-325 b,364,5.48 Earths,17.77,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7692/k2-325-b/,Neptune-like,2020,5.48 Earths,2.2 x Earth,0.0419 AU,6.9 days,0.0
K2-326 b,921,5.82 Earths,15.982,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7693/k2-326-b/,Neptune-like,2020,5.82 Earths,0.203 x Jupiter,0.0198 AU,1.3 days,0.0
K2-329 b,761,0.26 Jupiters,12.697,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7810/k2-329-b/,Gas Giant,2020,0.26 Jupiters,0.774 x Jupiter,0.1016 AU,12.5 days,0.07
K2-32 b,514,15 Earths,12.304,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4668/k2-32-b/,Neptune-like,2016,15 Earths,0.473 x Jupiter,0.0795 AU,9 days,0.03
K2-32 c,514,8.1 Earths,12.304,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4670/k2-32-c/,Neptune-like,2016,8.1 Earths,0.28 x Jupiter,0.13843 AU,20.7 days,0.05
K2-32 d,514,6.7 Earths,12.304,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4669/k2-32-d/,Neptune-like,2016,6.7 Earths,0.311 x Jupiter,0.18422 AU,31.7 days,0.05
